    # generation:          shortest_distance:          average_of_top_2000:
           1             0.4941222204866224              0.642607143626476
           2             0.4739205491572354             0.5992992936841417
           3             0.4449836750245988             0.5625537966844825
           4             0.4334262389981905              0.529575655131569
           5             0.4042083251875337             0.5035619058405298
           6             0.3712641937012614             0.4806535018880695
           7             0.3585604635845724             0.4562041675943282
           8             0.3507006795899153             0.4336401544528531
           9             0.3339924098332384             0.4176296859612096
          10             0.3311202181299849             0.4000273619372409
          11             0.3205084089111018             0.3839338637598897
          12             0.2995229964529634             0.3685991758576065
          13             0.2830107156084872             0.3544957459369555
          14             0.2784360818166863             0.3423186691424217
          15             0.2693349375982089             0.3317328799387483
          16             0.2563630324715157             0.3184293810604338
          17             0.2555774993609555             0.3047271631185702
          18             0.2377272481818598             0.2908445980360692
          19             0.2352977948538307             0.2777712576768084
          20             0.2155082109449773             0.2666216649125632
          21             0.2124765786643055             0.2572640023833557
          22              0.208710854785058             0.2467528002429355
          23             0.1941340290379703             0.2357537716326916
          24              0.193163817507976               0.22662887355832
          25             0.1893900187134428             0.2185108389890855
          26             0.1777156651698976               0.21199353370204
          27             0.1742357558244877             0.2060377619481246
          28             0.1713777566853044             0.1993491877018594
          29              0.166016492954555             0.1930984724307094
          30             0.1597012962127559             0.1872020834771829
          31             0.1586044501121764             0.1826668360040044
          32             0.1544810570936175             0.1783995415365984
          33             0.1510449384771936             0.1726706463133592
          34             0.1489203973570674             0.1677898329685436
          35              0.146712729243141             0.1632548283020824
          36             0.1410221195120343             0.1601005296750215
          37             0.1348461387204005              0.156684421731463
          38             0.1292657954874011             0.1528769424142226
          39             0.1280990908668575             0.1486874911484349
          40             0.1250055384540483             0.1445429320390639
          41              0.124190070484979             0.1407472804679911
          42              0.119171827686096             0.1366422583895034
          43             0.1143314395727331              0.133986016337574
          44             0.1141148423298371             0.1302016111891647
          45             0.1119040043032768             0.1267646191584035
          46             0.1093152079460803             0.1236427583675776
          47             0.1057849927637184             0.1210282082381694
          48             0.1057849927637184              0.119633891926346
          49             0.1028531791570093             0.1183292533387837
          50             0.1016345824223755             0.1159760041230909
          51             0.1003944620055635             0.1141699424712281
          52            0.09873357956348922             0.1121286124239053
          53            0.09762238719116781             0.1092814055873604
          54            0.09581645379470149             0.1072280459133296
          55            0.09181562118294764              0.105369051439028
          56            0.08909911355296515              0.103184565759975
          57            0.08812343405240081             0.1015177227315801
          58            0.08517300422767679             0.0993371805570383
          59            0.08201295225061161             0.0969249720761325
          60            0.08029303787618397            0.09419298074690023
          61            0.07870547343509415            0.09106211075155714
          62            0.07722687874767425            0.08763313881594693
          63            0.07683785619286407            0.08489206767597902
          64            0.07535926150544417            0.08250086202903124
          65            0.07504738314574044            0.08126554637203444
          66            0.07343511786757261            0.07996686452858677
          67            0.07256505878080108            0.07916999802031278
          68            0.07214438352179503             0.0778942784487598
          69            0.07010727400806409            0.07666605526309588
          70            0.06919221498245644            0.07570871874288573
          71            0.06822295700925957              0.074681933537339
          72            0.06726636385551651            0.07335907083943193
          73            0.06726636385551651            0.07309844888788108
          74            0.06642490281932018             0.0727879899006634
          75            0.06518656290423785            0.07285226694223322
          76            0.06267571206732647            0.07333209640229409
          77            0.06261865781659116            0.07291563006058084
          78            0.06138165538431888            0.07237553776779894
          79            0.06015406235636634            0.07121862112252923
          80            0.06005396311863395            0.06971520269300747
          81            0.05896372687049196            0.06722544598319161
          82            0.05773613384253942            0.06475680950599197
          83            0.05567147129430874             0.0634143439653251
          84            0.05346320622629896            0.06253058435665712
          85            0.05346320622629896             0.0611158814038635
          86            0.05337135781459208            0.05994325263295409
          87            0.05176335242258166            0.05939628711575553
          88            0.05108698948924863            0.05873140489198331
          89            0.05108698948924863            0.05884753439376877
          90            0.05108698948924863            0.05953666829066236
          91            0.04906895406943036            0.06065089433798836
          92            0.04862817156734727            0.06117590897513807
          93            0.04836407987471454            0.06100813484305775
          94            0.04688094547194584             0.0606260534953856
          95            0.04623791622551791            0.05904522515244066
          96            0.04563711074813993            0.05728740707097026
          97            0.04553979860384256            0.05532762200325015
          98            0.04498715675339763            0.05298830157387557
          99            0.04438547156213229            0.05196509441014601
         100            0.04404678105591923            0.05005314829548581
         101            0.04372783001792344            0.04937627092317012
         102            0.04325720256707719            0.04861224665080558
         103            0.04310768437047426            0.04750121218678137
         104            0.04252352747280624            0.04731004360457713
         105            0.04164845216393973            0.04678414840708289
         106            0.04067784043127165            0.04629285020298661
         107            0.04051484726324042            0.04682467219624655
         108            0.04012519858082672            0.04714193885459993
         109            0.03942244927322546            0.04711636493467013
         110            0.03913062163357708            0.04636578305441504
         111             0.0384748562881233            0.04549633123631106
         112             0.0384748562881233            0.04614500131003024
         113            0.03774936490799437            0.04577667595823526
         114            0.03726573401113205            0.04553975728310275
         115            0.03695550729712073            0.04318917586532311
         116            0.03633203131593811            0.04124805100711267
         117            0.03564456381528103            0.04058024370813518
         118            0.03487760135032698            0.03949578920370203
         119            0.03365747749783572            0.03875498889373818
         120            0.03365747749783572            0.03802310611737917
         121            0.03293809541715088             0.0372426532326108
         122            0.03285453248261832            0.03665244378726932
         123            0.03228178974282513            0.03605986662768794
         124            0.03181748788992939            0.03576924041103125
         125            0.03160298923499131            0.03500424494465515
         126            0.03143400195773241              0.034603243989088
         127            0.03116644474435113            0.03392660729840481
