    # generation:          shortest_distance:          average_of_top_2000:
           1             0.4684414151355136             0.6452947274011264
           2             0.4539001088051018             0.5950755127803059
           3             0.4285550423413633             0.5381886947549767
           4             0.4111230013899214             0.4977134401580539
           5             0.3966204099672003             0.4724262346122439
           6             0.3774345475695191             0.4500797992808158
           7             0.3599549280192667             0.4309637583588284
           8             0.3533020614971176             0.4151723941141665
           9              0.338563404723895             0.3997775085768579
          10              0.330816593474369             0.3849134471431895
          11             0.3180630414725913             0.3716449036217242
          12             0.3050262353464003             0.3595177147512441
          13             0.2786156468986854             0.3478938143284862
          14             0.2743008684251318             0.3359665754193993
          15             0.2609560712225536             0.3226768673655176
          16             0.2543052587075794             0.3077527293740272
          17             0.2401096096882666             0.2933477387550573
          18             0.2319173839197008             0.2812697153487587
          19             0.2275887159811741              0.267042127825842
          20             0.2196418840330098              0.257705260947724
          21             0.2023319372293657             0.2480164605828052
          22             0.2009394237423335             0.2381011553493204
          23             0.1966315451037601             0.2285010745956372
          24             0.1940510827933415             0.2192003706568196
          25             0.1886536672696719             0.2107500716906414
          26             0.1849975116754272             0.2040112494168853
          27             0.1766262239406771              0.200067590374464
          28             0.1754314356830075             0.1966939788126545
          29             0.1725630965183481             0.1927288986530429
          30             0.1673827664280812             0.1890380252926463
          31             0.1655595672483991             0.1851530318310023
          32             0.1592895254514312             0.1816920015562947
          33             0.1549856892667889             0.1788794984088414
          34             0.1517447485688765             0.1756111186033495
          35             0.1517447485688765             0.1712879613914454
          36             0.1466715812744714              0.166186291769113
          37             0.1445206511767128             0.1620711389379709
          38             0.1431800478709499             0.1586182694801921
          39             0.1364128198031436             0.1561376508408259
          40             0.1353072320011856             0.1546436425972038
          41             0.1326241614099241             0.1522891800365606
          42             0.1302711940815048             0.1521050584452675
          43             0.1281856033066843             0.1501812245181469
          44             0.1244090545890102             0.1485214021618462
          45             0.1240026262010324             0.1448667664337363
          46             0.1212778246164592             0.1415495962221089
          47             0.1199576742749716             0.1374224335050396
          48             0.1153598533989815             0.1335979565415735
          49             0.1105415687862556             0.1315017506776899
          50             0.1103066745904817             0.1284650121514566
          51             0.1083076003189797             0.1251679111495114
          52             0.1034893157062538             0.1225836193410987
          53             0.1026230372436749             0.1194160527174575
          54            0.09827466613266007             0.1163865769347017
          55            0.09768746419478704             0.1131456126962184
          56            0.09757676107560558             0.1098079626902692
          57            0.09627691725641489             0.1068124485475765
          58            0.09541063879383599             0.1044063508516413
          59            0.09352948287242073              0.102939411722721
          60            0.09254474640149453             0.1017521278238688
          61            0.09098899293700483             0.0998301568993009
          62            0.08871727640854093            0.09751208089133004
          63              0.086225615125293            0.09578617200872336
          64            0.08443663165575968            0.09431582676312464
          65            0.08443663165575968            0.09321270089322899
          66            0.08406677453289603            0.09276794860893313
          67            0.08080545749858722            0.09317568174525208
