    # generation:          shortest_distance:          average_of_top_2000:
           1               6.15355525853969              7.188611269972049
           2              6.101203956283187               6.88580597887475
           3              5.937066259739197              6.642513032700304
           4              5.751623055304947              6.431729766337475
           5              5.644536606460263              6.257795950577874
           6              5.493709840163267              6.077323217889756
           7              5.107871656080622              5.908183761665248
           8              5.034303072344976              5.736959630311142
           9              4.868243303091365              5.586676871407855
          10              4.822495033164375              5.412010618470537
          11              4.600110466708824              5.262219301934034
          12              4.552425236792002              5.119658294641485
          13              4.443734360500199              4.990709910939725
          14              4.369961485747867              4.851603330795731
          15              4.303663656337126              4.721300409828507
          16               4.24562620185674              4.598287717832225
          17              4.112787933944234              4.509308011835116
          18               3.98717160413598               4.42861468071491
          19              3.836345498739841              4.342701641325909
          20              3.672928803736141              4.240202486230079
          21              3.636553862870777              4.122035314042453
          22              3.560102843074671               3.98116723291287
          23              3.477874924648953               3.85816303226762
          24              3.398939065733996              3.761566136621135
          25              3.308108914602256              3.678019088111947
          26              3.222570763897834              3.599495409886396
          27               3.13622772398987              3.518423967476289
          28              3.131497808155966                3.4284170047487
          29              3.080831656125822              3.351400209354239
          30              3.033493246833923              3.285426991349569
          31              3.033493246833923              3.234950129048454
          32              2.926194920192087              3.189608806913824
          33              2.926194920192087              3.134112621291869
          34              2.903234600255754              3.091663332714586
          35              2.866407104004097              3.045756416442548
          36              2.831783361199391              3.004042464894022
          37              2.810418503815467              2.967114921964979
          38              2.752708198053778              2.934086353784513
          39              2.721538567861965              2.906088542685583
          40              2.681985818026825              2.879665996845076
          41              2.655974808450255              2.847977980824148
          42              2.641733749550828              2.805671330076532
          43              2.613047561087154              2.774328706477244
          44              2.586344525973565              2.734425075531314
          45              2.565750651858382              2.702759077618176
          46              2.521425751046664              2.673308748177644
          47              2.514763089576047              2.647380440922965
          48              2.476937265176849               2.62928047906667
          49              2.451193246649284              2.611878898167339
          50              2.447167391365015              2.583387295264243
          51               2.38827112372826              2.557116884316394
          52              2.346957087269647              2.534805583962391
          53              2.339391397187398              2.505080160474522
          54              2.297525347711877              2.469657211625851
          55              2.271019485117691              2.436300737458749
          56              2.264905012907291              2.403030007044538
          57              2.230843799671203              2.379822482894832
          58              2.230843799671203              2.355959459899153
          59              2.186923689377574              2.340809840986682
          60              2.186923689377574              2.327687454265868
          61              2.139279321137602              2.311368218812635
          62              2.127351908615357               2.29115589846762
          63              2.127351908615357               2.27069080030072
          64              2.120620882697474              2.242733271731372
          65              2.115777488847725              2.219206770282251
          66              2.092987691294708              2.194684274380791
          67              2.082856284063834              2.177225389611085
          68              2.042150302090833              2.159398089587782
          69              2.018133951813732              2.143470512117398
          70              2.003321781727635              2.123428087939148
          71              1.984257560501894              2.103261923167035
          72              1.964445575170915               2.07624881691575
          73              1.960412156385765              2.061046383124156
          74              1.934616909242141              2.039889470815906
          75              1.915762992207539              2.020085296162619
          76              1.915762992207539              2.005190330924423
          77               1.89939229458291              1.991769938542479
          78              1.888941267091732              1.986445551667589
          79              1.861214066626033              1.983407098451368
          80              1.817732205928064              1.980049262652989
          81              1.796511009192325              1.959316200821073
          82              1.784973314121503              1.927987348717183
          83              1.777118043884102              1.894961436115754
          84              1.774189726012901              1.867613549041686
          85              1.769839622539725               1.83724697834499
          86              1.763093775143783              1.821292512523325
          87              1.750706858663831               1.81070171195177
          88              1.744728916508262              1.801370616493949
